time (s), HAT0_ch0 velocity (mm/s), HAT0_ch1 velocity (mm/s), HAT1_ch0 velocity (mm/s), HAT1_ch1 velocity (mm/s)
1.870987,12.521986,-0.024923,-0.009167,0.170077
1.871593,13.007626,0.004932,-0.013227,0.234807
1.872199,8.841885,0.032817,-0.018352,0.211415
1.872804,1.503592,0.046138,-0.017975,0.109828
1.873410,-6.311574,0.044042,-0.019118,-0.031249
1.874016,-11.874776,0.028590,-0.020986,-0.162475
1.874621,-13.243230,0.002249,-0.021223,-0.238388
1.875227,-9.889556,-0.023691,-0.020416,-0.230443
1.875833,-3.010727,-0.037237,-0.018987,-0.139465
1.876439,4.942622,-0.037704,-0.018589,0.002532
1.877044,11.170092,-0.025282,-0.017561,0.145013
1.877650,13.410373,-0.000456,-0.017884,0.237012
1.878256,10.912579,0.027243,-0.017540,0.245777
1.878861,4.477391,0.042104,-0.017636,0.169048
1.879467,-3.486324,0.041129,-0.018178,0.036483
1.880073,-10.178075,0.027214,-0.017513,-0.103719
1.880678,-13.250786,0.003198,-0.017135,-0.203391
1.881284,-11.622098,-0.024049,-0.014456,-0.226373
1.881890,-5.816364,-0.039430,-0.011757,-0.162090
1.882495,2.038554,-0.038945,-0.009653,-0.032327
1.883101,9.222830,-0.023917,-0.007944,0.116124
1.883707,13.098699,0.003627,-0.007368,0.230490
1.884313,12.352101,0.037029,-0.008128,0.268708
1.884918,7.156004,0.060072,-0.008452,0.216661
1.885524,-0.576081,0.064340,-0.008699,0.093353
1.886130,-8.064382,0.051323,-0.008453,-0.057096
1.886735,-12.688602,0.024901,-0.005223,-0.184403
1.887341,-12.841247,-0.009636,-0.008322,-0.245676
1.887947,-8.400977,-0.037478,-0.010315,-0.218768
1.888552,-0.995372,-0.048128,-0.011027,-0.112788
1.889158,6.788871,-0.041654,-0.013891,0.033646
1.889764,12.154397,-0.019471,-0.015370,0.168078
1.890369,13.200085,0.014966,-0.014145,0.241752
1.890975,9.541615,0.047375,-0.014331,0.228459
1.891581,2.445120,0.063127,-0.015996,0.134417
1.892187,-5.462515,0.060554,-0.016768,-0.004540
1.892792,-11.418689,0.042100,-0.014840,-0.138766
1.893398,-13.339916,0.010661,-0.012057,-0.221874
1.894004,-10.518186,-0.022654,-0.012199,-0.222789
1.894609,-3.939046,-0.043018,-0.013538,-0.138757
1.895215,4.030644,-0.047571,-0.009284,0.001154
1.895821,10.607519,-0.036093,-0.009994,0.147335
1.896426,13.386726,-0.009210,-0.013451,0.247487
1.897032,11.440986,0.024418,-0.012377,0.265459
1.897638,5.362427,0.048121,-0.011211,0.194987
1.898243,-2.576255,0.055828,-0.011665,0.062287
1.898849,-9.569246,0.048367,-0.012442,-0.085384
1.899455,-13.166135,0.027844,-0.011975,-0.198770
1.900061,-12.112613,-0.000064,-0.011350,-0.239217
1.900666,-6.719811,-0.020868,-0.010691,-0.191317
1.901272,1.025848,-0.028592,-0.012082,-0.072770
1.901878,8.442222,-0.023298,-0.014698,0.072721
1.902483,12.817845,-0.005534,-0.013893,0.191885
1.903089,12.649843,0.021266,-0.013962,0.240474
1.903695,7.926000,0.042589,-0.016486,0.200148
1.904300,0.362692,0.048213,-0.015591,0.085722
1.904906,-7.292043,0.039774,-0.015864,-0.061383
1.905512,-12.362069,0.020265,-0.013629,-0.190875
1.906118,-13.080529,-0.006688,-0.013945,-0.258833
1.906723,-9.133877,-0.028676,-0.016620,-0.240127
1.907329,-1.954504,-0.035066,-0.018084,-0.139920
1.907935,5.929067,-0.027050,-0.018964,0.005793
1.908540,11.711287,-0.006390,-0.016458,0.145451
1.909146,13.315951,0.024335,-0.017413,0.229041
1.909752,10.190308,0.053218,-0.019070,0.227605
1.910357,3.382157,0.065354,-0.017767,0.142888
1.910963,-4.571406,0.058835,-0.016617,0.007964
1.911569,-10.885299,0.037249,-0.016708,-0.128068
1.912174,-13.345774,0.004549,-0.016767,-0.217842
1.912780,-11.069450,-0.028617,-0.015653,-0.228225
1.913386,-4.827326,-0.047359,-0.015097,-0.152429
1.913992,3.114257,-0.048284,-0.015424,-0.016635
1.914597,9.997432,-0.032693,-0.011916,0.130575
1.915203,13.295124,-0.001456,-0.015286,0.237150
1.915809,11.902327,0.036974,-0.017263,0.263464
1.916414,6.210587,0.064562,-0.018743,0.199774
1.917020,-1.662415,0.073382,-0.019895,0.069769
1.917626,-8.915150,0.064393,-0.019489,-0.080432
1.918231,-13.008112,0.039933,-0.017967,-0.200974
1.918837,-12.519253,0.006009,-0.021135,-0.250732
1.919443,-7.553857,-0.022028,-0.022862,-0.211584
1.920048,0.058434,-0.035699,-0.022648,-0.097054
1.920654,7.675133,-0.034242,-0.020372,0.050672
1.921260,12.531068,-0.017088,-0.022085,0.178695
1.921866,12.934382,0.012538,-0.024698,0.240156
1.922471,8.696591,0.039964,-0.025600,0.212667
1.923077,1.327216,0.052833,-0.028789,0.107031
1.923683,-6.470586,0.050352,-0.027584,-0.037725
1.924288,-11.972781,0.034626,-0.022682,-0.171295
1.924894,-13.258757,0.008231,-0.020370,-0.248186
1.925500,-9.826819,-0.018053,-0.019182,-0.239872
1.926105,-2.905443,-0.032026,-0.017624,-0.147753
1.926711,5.044973,-0.032439,-0.016037,-0.004344
1.927317,11.220809,-0.020021,-0.014469,0.139525
1.927922,13.383345,0.004656,-0.011320,0.232536
1.928528,10.805996,0.031470,-0.011581,0.242066
1.929134,4.319594,0.045510,-0.010453,0.165883
1.929740,-3.648685,0.043187,-0.011778,0.034019
1.930345,-10.299514,0.027733,-0.014061,-0.105691
1.930951,-13.300201,0.001678,-0.012252,-0.205084
1.931557,-11.592932,-0.027021,-0.010759,-0.228472
1.932162,-5.731430,-0.044032,-0.010479,-0.165644
1.932768,2.138183,-0.045130,-0.011028,-0.038718
1.933374,9.290992,-0.031449,-0.009526,0.105933
1.933979,13.100992,-0.004909,-0.008541,0.215663
1.934585,12.278658,0.027769,-0.010511,0.249404
1.935191,7.022216,0.050010,-0.009459,0.193981
1.935796,-0.729422,0.053473,-0.008580,0.068989
1.936402,-8.191916,0.040307,-0.008483,-0.081196
1.937008,-12.753711,0.013976,-0.009390,-0.206602
1.937614,-12.829167,-0.020561,-0.011634,-0.264696
1.938219,-8.322837,-0.048479,-0.009372,-0.234185
1.938825,-0.886846,-0.059764,-0.007532,-0.125105
1.939431,6.884728,-0.054324,-0.008893,0.023439
1.940036,12.195903,-0.033022,-0.007712,0.158600
1.940642,13.169293,0.000417,-0.007944,0.231541
1.941248,9.443452,0.031840,-0.010423,0.216894
1.941853,2.313085,0.047307,-0.006834,0.121228
1.942459,-5.584405,0.045135,-0.004496,-0.019144
1.943065,-11.489322,0.027852,-0.002971,-0.154155
1.943671,-13.335500,-0.001365,-0.004314,-0.237114
1.944276,-10.438521,-0.032117,-0.002219,-0.236957
1.944882,-3.812722,-0.050021,-0.003191,-0.151149
1.945488,4.163170,-0.052467,-0.002046,-0.009115
1.946093,10.700524,-0.039979,-0.001303,0.139143
1.946699,13.411828,-0.013115,-0.002630,0.241270
1.947305,11.392379,0.019054,-0.000700,0.261373
1.947910,5.260538,0.039914,-0.001843,0.193348
1.948516,-2.691155,0.043824,-0.003309,0.063560
1.949122,-9.654614,0.032873,-0.001282,-0.080502
1.949727,-13.190475,0.009533,-0.000219,-0.190103
1.950333,-12.064493,-0.020329,-0.000534,-0.226965
1.950939,-6.615005,-0.041502,0.000510,-0.176971
1.951545,1.152564,-0.048022,0.003385,-0.057774
1.952150,8.549085,-0.040407,0.001177,0.086278
1.952756,12.867414,-0.019257,0.001068,0.202581
1.953362,12.628905,0.011468,0.002208,0.247262
1.953967,7.842333,0.035657,0.002868,0.203224
1.954573,0.250977,0.043800,-0.000030,0.085733
1.955179,-7.391448,0.036698,-0.006753,-0.063194
1.955784,-12.412746,0.016536,-0.007221,-0.192949
1.956390,-13.064615,-0.012263,-0.006757,-0.259900
1.956996,-9.056024,-0.037130,-0.001255,-0.239379
1.957601,-1.844958,-0.047475,-0.004237,-0.137153
1.958207,6.033554,-0.043613,-0.003109,0.010202
1.958813,11.769850,-0.026270,-0.002562,0.150605
1.959419,13.310026,0.001960,-0.002244,0.234085
1.960024,10.120601,0.029518,-0.002066,0.231490
1.960630,3.276935,0.042168,-0.002141,0.145597
1.961236,-4.672189,0.037634,-0.004050,0.009742
1.961841,-10.942410,0.019327,-0.002139,-0.127010
1.962447,-13.336368,-0.009492,-0.000304,-0.216765
1.963053,-10.990636,-0.039224,0.000792,-0.226748
1.963658,-4.705112,-0.055363,0.001161,-0.150668
1.964264,3.243224,-0.054856,0.002014,-0.015017
1.964870,10.089697,-0.039231,0.002737,0.132116
1.965475,13.322295,-0.010194,0.001586,0.237672
1.966081,11.858662,0.024184,0.003887,0.263577
1.966687,6.114446,0.046934,0.004073,0.200220
1.967293,-1.772261,0.050929,0.005009,0.070725
1.967898,-8.997789,0.037501,0.003219,-0.078302
1.968504,-13.032859,0.010306,0.002559,-0.197598
1.969110,-12.475215,-0.024436,0.000311,-0.246378
1.969715,-7.455987,-0.051222,0.002046,-0.207152
1.970321,0.176106,-0.061694,0.003615,-0.094250
1.970927,7.773967,-0.055913,0.004133,0.050810
1.971532,12.574025,-0.034249,0.006746,0.175052
1.972138,12.909804,-0.001213,0.009558,0.232193
1.972744,8.611426,0.028104,0.012703,0.201028
1.973349,1.215718,0.041726,0.011550,0.092435
1.973955,-6.568899,0.038377,0.011098,-0.053542
1.974561,-12.022241,0.020166,0.012043,-0.186778
1.975167,-13.242628,-0.009815,0.014232,-0.261967
1.975772,-9.748818,-0.039548,0.017345,-0.251160
1.976378,-2.796001,-0.056768,0.017204,-0.156278
1.976984,5.149828,-0.059661,0.015316,-0.010375
1.977589,11.280512,-0.047909,0.013572,0.135027
1.978195,13.378886,-0.022605,0.012042,0.228895
1.978801,10.737449,0.007007,0.013271,0.238396
1.979406,4.213905,0.025169,0.018076,0.162310
1.980012,-3.751221,0.028586,0.016861,0.030529
1.980618,-10.359099,0.019063,0.013523,-0.108823
1.981224,-13.292369,-0.001364,0.010715,-0.207264
1.981829,-11.512722,-0.025519,0.012199,-0.228981
1.982435,-5.602724,-0.039366,0.011300,-0.164063
1.983041,2.278201,-0.039605,0.014128,-0.034815
1.983646,9.398514,-0.027458,0.011496,0.112234
1.984252,13.143106,-0.004280,0.007939,0.224486
1.984858,12.247768,0.024109,0.010563,0.260572
1.985463,6.932598,0.042186,0.009748,0.207368
1.986069,-0.838591,0.042424,0.013897,0.084598
1.986675,-8.279655,0.027148,0.012484,-0.063788
1.987280,-12.786437,0.000288,0.012628,-0.187655
1.987886,-12.793481,-0.032332,0.012498,-0.245083
1.988492,-8.230670,-0.056196,0.011592,-0.215411
1.989098,-0.773114,-0.062139,0.011073,-0.108821
1.989703,6.980368,-0.051497,0.010573,0.035412
1.990309,12.234163,-0.025907,0.008477,0.164767
1.990915,13.136453,0.010332,0.006305,0.231852
1.991520,9.345978,0.042878,0.007847,0.212087
1.992126,2.185599,0.057557,0.009400,0.112807
1.992732,-5.698670,0.052493,0.009628,-0.028627
1.993337,-11.550858,0.030737,0.009106,-0.162209
1.993943,-13.324174,-0.003843,0.013654,-0.241461
1.994549,-10.356535,-0.039315,0.016391,-0.236379
1.995154,-3.691449,-0.060901,0.018062,-0.145148
1.995760,4.282872,-0.065154,0.020251,0.001431
1.996366,10.773225,-0.052331,0.019688,0.152506
1.996972,13.411979,-0.023447,0.019686,0.255525
1.997577,11.318475,0.012183,0.019518,0.274269
1.998183,5.137944,0.037201,0.018704,0.203487
1.998789,-2.817771,0.045053,0.021138,0.070217
1.999394,-9.742503,0.037451,0.019253,-0.077825
2.000000,-13.210288,0.015852,0.020987,-0.191341
2.000606,-12.009570,-0.013667,0.025384,-0.231470
2.001211,-6.506798,-0.036432,0.022064,-0.184075
2.001817,1.274572,-0.045789,0.021355,-0.067061
2.002423,8.640976,-0.041853,0.025866,0.075567
2.003028,12.894729,-0.024746,0.024350,0.191303
2.003634,12.581773,0.001697,0.024969,0.236585
2.004240,7.733761,0.022624,0.027572,0.193797
2.004846,0.119298,0.028989,0.026300,0.078450
2.005451,-7.504329,0.021581,0.025924,-0.067991
2.006057,-12.472151,0.003200,0.023552,-0.195721
2.006663,-13.056166,-0.022892,0.021268,-0.261710
2.007268,-8.988932,-0.044510,0.019323,-0.241846
2.007874,-1.753118,-0.051780,0.019550,-0.142416
2.008480,6.109619,-0.045583,0.021577,0.000355
2.009085,11.791884,-0.027777,0.021842,0.134533
2.009691,13.263113,-0.000417,0.021071,0.211370
2.010297,10.010141,0.024847,0.020976,0.202873
2.010902,3.135114,0.034069,0.019257,0.112313
2.011508,-4.801286,0.026110,0.015747,-0.025738
2.012114,-11.019957,0.004912,0.016345,-0.162023
2.012720,-13.339556,-0.026069,0.015928,-0.249032
2.013325,-10.921177,-0.056505,0.016892,-0.254087
2.013931,-4.591069,-0.071556,0.017922,-0.172068
2.014537,3.358651,-0.068895,0.012705,-0.030154
2.015142,10.163943,-0.050418,0.013278,0.122462
2.015748,13.328102,-0.017813,0.013516,0.232319
2.016354,11.792766,0.020287,0.013660,0.261017
2.016959,6.000105,0.045630,0.015280,0.199198
2.017565,-1.891179,0.051089,0.014592,0.070862
2.018171,-9.077136,0.038854,0.013765,-0.077587
2.018776,-13.040952,0.012207,0.015441,-0.196318
2.019382,-12.403839,-0.022465,0.017115,-0.244706
2.019988,-7.324368,-0.049383,0.016059,-0.205115
2.020594,0.326189,-0.060132,0.019291,-0.091962
2.021199,7.895219,-0.054491,0.020856,0.052650
2.021805,12.627998,-0.032658,0.020478,0.176194
2.022411,12.881728,0.001025,0.020900,0.232566
2.023016,8.512012,0.031302,0.021033,0.200958
2.023622,1.083662,0.045873,0.021904,0.092851
2.024228,-6.686971,0.043396,0.021639,-0.051719
2.024833,-12.086111,0.026561,0.019926,-0.182809
2.025439,-13.231031,-0.001609,0.018554,-0.255551
2.026045,-9.666874,-0.029536,0.018198,-0.242733
2.026651,-2.675064,-0.045435,0.019605,-0.146569
2.027256,5.266052,-0.047260,0.020071,-0.000888
2.027862,11.350082,-0.035351,0.017807,0.143447
2.028468,13.377981,-0.010189,0.015400,0.235298
2.029073,10.666681,0.017886,0.016471,0.242949
2.029679,4.101177,0.034114,0.013286,0.165604
2.030285,-3.862842,0.034805,0.012251,0.033954
2.030890,-10.428387,0.022571,0.009266,-0.103453
2.031496,-13.292218,-0.000400,0.011158,-0.198394
2.032102,-11.439154,-0.026876,0.011910,-0.215987
2.032707,-5.479180,-0.042625,0.010168,-0.146986
2.033313,2.411416,-0.044147,0.006125,-0.014290
2.033919,9.498113,-0.032366,0.004338,0.134677
2.034525,13.177327,-0.008704,0.002317,0.247094
2.035130,12.208394,0.020884,0.002926,0.281937
2.035736,6.837400,0.040492,0.001673,0.226560
2.036342,-0.949810,0.042587,-0.003104,0.100828
2.036947,-8.363344,0.028824,-0.003283,-0.050578
2.037553,-12.808811,0.003553,-0.001278,-0.177360
2.038159,-12.741686,-0.028336,-0.002155,-0.237376
2.038764,-8.117513,-0.052711,-0.005223,-0.209663
2.039370,-0.635355,-0.060460,-0.006170,-0.104749
2.039976,7.098366,-0.052329,-0.007690,0.037935
2.040581,12.291699,-0.029883,-0.005395,0.165883
2.041187,13.115914,0.002725,-0.002040,0.231741
2.041793,9.253749,0.031484,-0.002596,0.210906
2.042399,2.056456,0.043493,-0.003906,0.110701
2.043004,-5.819619,0.037223,-0.004091,-0.031499
2.043610,-11.622055,0.015322,-0.002140,-0.165742
2.044216,-13.321634,-0.018477,-0.003952,-0.245814
2.044821,-10.280871,-0.051993,-0.003133,-0.241994
2.045427,-3.572121,-0.070880,-0.002393,-0.153142
2.046033,4.403927,-0.072614,-0.003439,-0.010000
2.046638,10.852401,-0.058107,-0.003545,0.137113
2.047244,13.423376,-0.028557,-0.003545,0.235932
2.047850,11.259200,0.006900,-0.000947,0.251453
2.048455,5.033432,0.030535,0.000396,0.179070
2.049061,-2.924184,0.036885,0.002129,0.046535
2.049667,-9.807599,0.027275,0.004684,-0.098223
2.050273,-13.204176,0.003900,0.004202,-0.206167
2.050878,-11.925901,-0.026868,0.005571,-0.239263
2.051484,-6.366931,-0.049347,0.004940,-0.184291
2.052090,1.429527,-0.057406,0.006441,-0.060397
2.052695,8.764519,-0.051285,0.011657,0.087523
2.053301,12.950293,-0.031287,0.012257,0.206097
2.053907,12.558881,-0.001221,0.013795,0.251754
2.054512,7.647074,0.023551,0.010736,0.207817
2.055118,0.009739,0.033513,0.010889,0.089890
2.055724,-7.590229,0.028867,0.011567,-0.059080
2.056329,-12.496454,0.012450,0.010487,-0.189212
2.056935,-13.002534,-0.012736,0.009351,-0.256937
2.057541,-8.867822,-0.034150,0.008338,-0.238156
2.058147,-1.601350,-0.042231,0.007912,-0.138963
2.058752,6.245986,-0.036932,0.005075,0.003817
2.059358,11.869079,-0.019929,0.005146,0.138691
2.059964,13.259319,0.007115,0.003554,0.216833
2.060569,9.928779,0.032616,0.003339,0.210150
2.061175,3.009341,0.042783,0.006087,0.122121
2.061781,-4.925271,0.036388,0.004112,-0.013150
2.062386,-11.097919,0.017072,0.008285,-0.146542
2.062992,-13.345600,-0.011580,0.009917,-0.231422
2.063598,-10.852869,-0.039719,0.008332,-0.235448
2.064204,-4.475089,-0.052816,0.009093,-0.154058
2.064809,3.481248,-0.048920,0.009056,-0.014715
2.065415,10.247201,-0.030086,0.009520,0.133977
2.066021,13.342323,0.001828,0.008236,0.239537
2.066626,11.732901,0.037818,0.009601,0.264301
2.067232,5.887835,0.060859,0.008822,0.199927
2.067838,-2.013497,0.063532,0.008229,0.071046
2.068443,-9.166855,0.048905,0.005090,-0.075859
2.069049,-13.066479,0.019923,0.005225,-0.191037
2.069655,-12.355825,-0.016646,0.005438,-0.234680
2.070260,-7.220857,-0.044568,0.005008,-0.190297
2.070866,0.446286,-0.055624,0.005043,-0.073423
2.071472,7.988084,-0.049412,0.004410,0.073545
2.072078,12.657291,-0.026799,0.001767,0.197225
2.072683,12.836189,0.007825,0.001866,0.251912
2.073289,8.403801,0.038517,-0.001095,0.217011
2.073895,0.952065,0.052987,-0.004146,0.105023
2.074500,-6.797010,0.050030,-0.004628,-0.043653
2.075106,-12.137319,0.032307,-0.004285,-0.178850
2.075712,-13.206695,0.002252,-0.002803,-0.255170
2.076317,-9.576096,-0.028067,-0.003652,-0.245367
2.076923,-2.553783,-0.045862,-0.006444,-0.152213
2.077529,5.372765,-0.049272,-0.005684,-0.009341
2.078134,11.399636,-0.038471,-0.000820,0.132608
2.078740,13.349967,-0.013940,0.004353,0.222392
2.079346,10.564215,0.013891,0.006110,0.228446
2.079952,3.956354,0.029661,0.008757,0.150131
2.080557,-4.003051,0.030461,0.008661,0.018312
2.081163,-10.520976,0.018851,0.009866,-0.118996
2.081769,-13.311103,-0.003657,0.010036,-0.214288
2.082374,-11.383432,-0.029441,0.005179,-0.232640
2.082980,-5.375011,-0.044718,0.003636,-0.165279
2.083586,2.519854,-0.045906,0.002304,-0.035521
2.084191,9.565984,-0.034427,0.001890,0.109935
2.084797,13.174986,-0.010925,0.004024,0.218548
2.085403,12.130006,0.018494,0.002067,0.250326
2.086008,6.704419,0.038159,-0.000441,0.193205
2.086614,-1.093729,0.040770,0.000018,0.067775
2.087220,-8.473182,0.028761,0.001279,-0.081228
2.087826,-12.851481,0.005650,0.000253,-0.204109
2.088431,-12.707782,-0.023274,-0.001412,-0.259217
2.089037,-8.024278,-0.044264,-0.000287,-0.227045
2.089643,-0.524259,-0.048983,-0.001271,-0.118838
2.090248,7.178937,-0.038280,-0.004817,0.025579
2.090854,12.305321,-0.014003,-0.006816,0.153424
2.091460,13.046967,0.019995,-0.009933,0.217866
2.092065,9.114023,0.048913,-0.013396,0.194727
2.092671,1.884584,0.060061,-0.012064,0.092377
2.093277,-5.974332,0.053227,-0.011699,-0.051026
2.093882,-11.718254,0.031608,-0.012478,-0.185754
2.094488,-13.336638,-0.001534,-0.012031,-0.265370
2.095094,-10.219314,-0.033757,-0.013328,-0.260624
2.095700,-3.463057,-0.050953,-0.016739,-0.170661
2.096305,4.509792,-0.050823,-0.019149,-0.026097
2.096911,10.912238,-0.034100,-0.020130,0.122464
2.097517,13.407790,-0.002068,-0.019857,0.223147
2.098122,11.165047,0.035853,-0.018666,0.241115
2.098728,4.886291,0.061754,-0.020243,0.171615
2.099334,-3.078114,0.069481,-0.020258,0.042939
2.099939,-9.922897,0.060656,-0.018160,-0.097745
2.100545,-13.246966,0.036830,-0.015522,-0.201518
2.101151,-11.888654,0.004968,-0.012482,-0.231244
2.101757,-6.267039,-0.019025,-0.012084,-0.174261
2.102362,1.547649,-0.029543,-0.011425,-0.049842
2.102968,8.854224,-0.025741,-0.011999,0.097064
2.103574,12.978984,-0.007248,-0.010611,0.213485
2.104179,12.510069,0.021709,-0.012253,0.256687
2.104785,7.536323,0.045984,-0.013065,0.210817
2.105391,-0.124550,0.055817,-0.016145,0.092663
2.105996,-7.702778,0.051426,-0.017442,-0.055129
2.106602,-12.550651,0.035118,-0.019721,-0.182375
2.107208,-12.981957,0.010139,-0.021789,-0.246196
2.107813,-8.781679,-0.011284,-0.020963,-0.223341
2.108419,-1.481995,-0.019862,-0.019557,-0.121138
2.109025,6.348123,-0.016197,-0.019414,0.023418
2.109631,11.921811,-0.001028,-0.017276,0.158806
2.110236,13.238466,0.023716,-0.018565,0.236002
2.110842,9.841249,0.046647,-0.019343,0.227503
2.111448,2.884920,0.054692,-0.019310,0.137544
2.112053,-5.040455,0.046481,-0.017998,0.000602
2.112659,-11.164832,0.025748,-0.019512,-0.133936
2.113265,-13.337353,-0.003860,-0.022199,-0.219415
2.113870,-10.771425,-0.032289,-0.021847,-0.223668
2.114476,-4.341607,-0.045603,-0.021443,-0.142609
2.115082,3.616073,-0.042091,-0.019807,-0.003655
2.115687,10.344108,-0.023442,-0.019570,0.144083
2.116293,13.371549,0.008157,-0.022290,0.248218
2.116899,11.685477,0.043994,-0.022437,0.271384
2.117505,5.784378,0.066452,-0.022800,0.205737
2.118110,-2.132161,0.069071,-0.020662,0.076065
2.118716,-9.257496,0.054107,-0.018349,-0.071004
2.119322,-13.094886,0.024840,-0.018484,-0.186321
2.119927,-12.311821,-0.011426,-0.017978,-0.229962
2.120533,-7.115402,-0.038322,-0.014130,-0.185943
2.121139,0.575289,-0.048218,-0.011805,-0.070153
2.121744,8.094310,-0.040387,-0.012708,0.074786
2.122350,12.713459,-0.016101,-0.013952,0.195818
2.122956,12.820147,0.020192,-0.016210,0.247788
2.123561,8.328516,0.052370,-0.017203,0.210892
2.124167,0.847347,0.068495,-0.016879,0.098217
2.124773,-6.888842,0.067121,-0.010931,-0.049591
2.125379,-12.181830,0.050038,-0.009576,-0.182497
2.125984,-13.183709,0.020204,-0.010058,-0.255357
2.126590,-9.491665,-0.009659,-0.010968,-0.241801
2.127196,-2.431533,-0.027413,-0.012387,-0.145327
2.127801,5.484776,-0.031238,-0.010326,0.000017
2.128407,11.471143,-0.020903,-0.010304,0.142482
2.129013,13.354821,0.003073,-0.008396,0.231403
2.129618,10.503442,0.031158,-0.007834,0.235444
2.130224,3.854612,0.048100,-0.005342,0.154778
2.130830,-4.104822,0.050871,-0.007406,0.020659
2.131435,-10.585044,0.041282,-0.009372,-0.118255
2.132041,-13.309152,0.020897,-0.006302,-0.213949
